Hahira city	Georgia	2937	[[-83.397941, 30.979428], [-83.35282799999999, 31.005111999999997]]
Thermopolis town	Wyoming	2937	[[-108.23387799999999, 43.629271], [-108.19455900000001, 43.662237000000005]]
Ravenna township	Michigan	2938	[[-85.955493, 43.177927], [-85.92530599999999, 43.19804200000001]]
Lake City borough	Pennsylvania	2938	[[-80.367008, 42.006710000000005], [-80.3264342, 42.0318099]]
Johnson Creek village	Wisconsin	2939	[[-88.792439, 43.064571], [-88.74705000000002, 43.097522000000005]]
Mount Morris city	Michigan	2941	[[-83.71101800000001, 43.104766999999995], [-83.687325, 43.126888]]
Bushnell city	Illinois	2943	[[-90.52605199999999, 40.54097], [-90.482638, 40.567003]]
Woodlynne borough	New Jersey	2944	[[-75.10198199999999, 39.913247999999996], [-75.090091, 39.92108399999999]]
Patterson township	Pennsylvania	2944	[[-80.350456, 40.723659000000005], [-80.315131, 40.76250900000001]]
West Burlington city	Iowa	2945	[[-91.21464600000002, 40.79981800000001], [-91.146637, 40.840723999999994]]
Mineral Springs town	North Carolina	2945	[[-80.688527, 34.957195999999996], [-80.681329, 34.96237300000001]]
Hildale city	Utah	2945	[[-113.016107, 37.000111000000004], [-112.958445, 37.025507000000005]]
Watonga city	Oklahoma	2946	[[-98.4453485, 35.817837999999995], [-98.38874599999998, 35.940639999999995]]
North Buffalo township	Pennsylvania	2946	[[-79.69204609999998, 40.751868099999996], [-79.5157479, 40.806444799999994]]
Timnath town	Colorado	2947	[[-104.99184900000002, 40.495709600000005], [-104.94412000000003, 40.577608999999995]]
Greenfield city	Minnesota	2948	[[-93.76583199999999, 45.064436], [-93.645414, 45.15126299999999]]
Chaffee city	Missouri	2948	[[-89.681721, 37.168898000000006], [-89.6439, 37.19203000000001]]
Eufaula city	Oklahoma	2949	[[-95.62788499999999, 35.253277], [-95.539961, 35.38165899999999]]
Evansville town	Wyoming	2953	[[-106.219678, 42.843059], [-106.21766900000003, 42.844502999999996]]
Churchill borough	Pennsylvania	2955	[[-79.86473699999999, 40.423508000000005], [-79.82073099999998, 40.452768]]
Dandridge town	Tennessee	2956	[[-83.438602, 36.042446999999996], [-83.43326800000001, 36.048666999999995]]
Kingwood city	West Virginia	2956	[[-79.712147, 39.461492], [-79.65241599999999, 39.484857999999996]]
New Madrid city	Missouri	2957	[[-89.550207, 36.581712], [-89.54776100000001, 36.582493]]
Chebanse township	Illinois	2959	[[-87.909948, 40.989053], [-87.905041, 40.995967]]
Eatonville town	Washington	2959	[[-122.28731, 46.857158], [-122.24436100000001, 46.88222699999999]]
Graymoor-Devondale city	Kentucky	2960	[[-85.63112900000002, 38.266774000000005], [-85.604015, 38.280748]]
Penbrook borough	Pennsylvania	2962	[[-76.857596, 40.272802000000006], [-76.840727, 40.285151000000006]]
Spring Lake borough	New Jersey	2963	[[-74.037682, 40.137514], [-74.015081, 40.169092000000006]]
Nocona city	Texas	2963	[[-97.745178, 33.763014000000005], [-97.70728700000001, 33.802569]]
Homer town	Louisiana	2964	[[-93.084638, 32.77546], [-93.03829300000001, 32.822406]]
Belle Meade city	Tennessee	2964	[[-86.87026, 36.071158000000004], [-86.843056, 36.124174000000004]]
Elkins city	Arkansas	2965	[[-94.05576699999999, 35.988513000000005], [-94.003866, 36.042025]]
Calais city	Maine	2965	[[-67.3055265, 45.072075000000005], [-67.122624, 45.1918611]]
Walsenburg city	Colorado	2966	[[-104.79656700000001, 37.614737], [-104.754376, 37.64233200000001]]
Swanton township	Ohio	2966	[[-83.91111700000002, 41.561591], [-83.86637999999999, 41.599811]]
La Fayette city	Alabama	2968	[[-85.426545, 32.87667999999999], [-85.37439699999999, 32.92188899999999]]
Wellton town	Arizona	2968	[[-114.243091, 32.619845999999995], [-114.116512, 32.67811600000001]]
New Bremen village	Ohio	2968	[[-84.396092, 40.41496399999999], [-84.35769, 40.44754699999999]]
Milford town	Maine	2969	[[-68.64914900000001, 44.9238711], [-68.618354, 44.989053999999996]]
Baltimore village	Ohio	2973	[[-82.64186900000001, 39.83185099999999], [-82.58773799999999, 39.864253999999995]]
Sunset town	Louisiana	2974	[[-92.08877399999999, 30.391648999999997], [-92.039137, 30.424274]]
Lake Delton village	Wisconsin	2974	[[-89.82793769999999, 43.561372500000004], [-89.73837799999998, 43.61568]]
Patoka township	Indiana	2978	[[-87.59851900000001, 38.391428], [-87.579144, 38.413916]]
Indian Hills city	Kentucky	2979	[[-85.68261199999999, 38.26523400000001], [-85.63804699999999, 38.296082000000006]]
East Greenville borough	Pennsylvania	2979	[[-75.5169874, 40.3984417], [-75.49632070000001, 40.413510900000006]]
Bad Axe city	Michigan	2980	[[-83.01301300000002, 43.79995800000001], [-83.011798, 43.800539]]
East Syracuse village	New York	2980	[[-76.0902701, 43.05552], [-76.051041, 43.0717483]]
Stanton city	Texas	2980	[[-101.81655900000001, 32.12054800000001], [-101.768857, 32.14146099999999]]
Marion city	Kentucky	2981	[[-88.099107, 37.310958], [-88.05903099999999, 37.35702599999999]]
Soda Springs city	Idaho	2982	[[-111.61871, 42.641305], [-111.55883399999999, 42.681521]]
Wimberley city	Texas	2983	[[-98.13204599999999, 29.938131999999996], [-98.04325700000001, 30.016582]]
Oostburg village	Wisconsin	2985	[[-87.80940799999999, 43.6152], [-87.7698715, 43.639483]]
Soperton city	Georgia	2986	[[-82.627084, 32.354730999999994], [-82.56320000000001, 32.406462]]
Parowan city	Utah	2986	[[-112.880518, 37.792581000000006], [-112.804022, 37.86830500000001]]
Chandler city	Texas	2988	[[-95.497076, 32.28362], [-95.455692, 32.322652000000005]]
Fremont township	Indiana	2989	[[-84.954688, 41.715424], [-84.915356, 41.743363]]
Chevy Chase town	Maryland	2989	[[-77.096618, 38.9737748], [-77.0519843, 39.011630999999994]]
Afton city	Minnesota	2991	[[-92.86269, 44.86185699999999], [-92.7566717, 44.94903]]
Early city	Texas	2991	[[-98.971762, 31.729798], [-98.902309, 31.760585]]
Mechanic Falls town	Maine	2992	[[-70.428806, 44.084143], [-70.359, 44.143583]]
Eagle Lake city	Minnesota	2992	[[-93.905207, 44.14833300000001], [-93.86756300000002, 44.174852]]
Briar Creek township	Pennsylvania	2993	[[-76.30684199999999, 41.03935500000001], [-76.270608, 41.05746899999999]]
Deer Lodge city	Montana	2994	[[-112.74982700000001, 46.389467999999994], [-112.718427, 46.41138399999999]]
Minden city	Nebraska	2996	[[-98.932688, 40.503668], [-98.92818, 40.50813300000001]]
Orwigsburg borough	Pennsylvania	2996	[[-76.12447399999999, 40.642471], [-76.084937, 40.667371]]
Orwell township	Ohio	2998	[[-80.88465300000001, 41.52593800000001], [-80.83115900000001, 41.547316]]
Williston town	South Carolina	2998	[[-81.45754420000002, 33.372110500000005], [-81.3868132, 33.4326305]]
Park Hills city	Kentucky	2999	[[-84.542612, 39.060793000000004], [-84.51967300000001, 39.078559000000006]]
Kingman city	Kansas	3000	[[-98.10848699999998, 37.65746699999999], [-98.107418, 37.658363]]
Smithsburg town	Maryland	3000	[[-77.59077799999999, 39.646201], [-77.56253, 39.66539000000001]]
Paddock Lake village	Wisconsin	3000	[[-88.123963, 42.54984699999999], [-88.079626, 42.590129000000005]]
Sheridan town	Indiana	3004	[[-86.237737, 40.114153], [-86.19725500000001, 40.146632000000004]]
Trafford borough	Pennsylvania	3004	[[-79.7748767, 40.3692913], [-79.73368300000001, 40.3969515]]
Leesburg city	Georgia	3006	[[-84.19167, 31.716203], [-84.143135, 31.749014]]
Tiffin city	Iowa	3006	[[-91.690856, 41.686783999999996], [-91.63426000000001, 41.72730500000001]]
Hanover township	Ohio	3006	[[-82.286995, 40.069785], [-82.253457, 40.093475000000005]]
Edgecliff Village town	Texas	3006	[[-97.35334599999999, 32.648528000000006], [-97.32693099999999, 32.664724]]
Malabar town	Florida	3007	[[-80.62254899999999, 27.968575999999995], [-80.534789, 28.012897000000002]]
North Barrington village	Illinois	3007	[[-88.15975699999998, 42.181256], [-88.111632, 42.241226999999995]]
Pawnee township	Illinois	3008	[[-89.60514599999999, 39.587918], [-89.602153, 39.588893]]
Woodbury Heights borough	New Jersey	3008	[[-75.16572, 39.806540999999996], [-75.13569199999999, 39.826744]]
Elgin city	Oklahoma	3008	[[-98.30703009999999, 34.78234500000001], [-98.303089, 34.784377]]
Pembroke town	North Carolina	3009	[[-79.182221, 34.67194], [-79.182124, 34.672022000000005]]
Yountville city	California	3010	[[-122.3856, 38.376889999999996], [-122.34966100000001, 38.413937]]
Lead city	South Dakota	3010	[[-103.78764100000001, 44.34183699999999], [-103.73825940000002, 44.363129]]
Wyoming borough	Pennsylvania	3011	[[-75.861411, 41.294549], [-75.82213899999999, 41.317732]]
Cut Bank city	Montana	3012	[[-112.34578499999999, 48.623811], [-112.314728, 48.647045]]
Jones town	Oklahoma	3012	[[-97.327139, 35.52214000000001], [-97.24718400000002, 35.594763]]
Genoa City village	Wisconsin	3016	[[-88.34742500000002, 42.4947336], [-88.29723400000002, 42.51658]]
Harlem city	Georgia	3018	[[-82.31716620000002, 33.42815070000001], [-82.31622480000001, 33.428929000000004]]
Castroville city	Texas	3018	[[-98.898964, 29.3366], [-98.84116400000002, 29.367306]]
Denmark city	South Carolina	3019	[[-81.15963699999999, 33.29520900000001], [-81.11721840000001, 33.333253]]
Hartville village	Ohio	3020	[[-81.36446300000001, 40.948157], [-81.318168, 40.971016999999996]]
Keego Harbor city	Michigan	3021	[[-83.351079, 42.596606], [-83.33900799999999, 42.61789399999999]]
Eunice city	New Mexico	3022	[[-103.240348, 32.426384399999996], [-103.142241, 32.471722]]
Milford township	Indiana	3023	[[-85.85597399999999, 41.412009], [-85.85518199999999, 41.413438]]
Murfreesboro town	North Carolina	3023	[[-77.07816799999999, 36.437087999999996], [-77.07327799999999, 36.440628999999994]]
Taft city	Texas	3023	[[-97.408802, 27.96989], [-97.374242, 27.990827]]
Bloomingdale township	Michigan	3024	[[-85.972679, 42.375591], [-85.94751300000003, 42.3902]]
Havana city	Illinois	3030	[[-90.0775904, 40.274805], [-90.030168, 40.31189599999999]]
Orofino city	Idaho	3038	[[-116.3211008, 46.471150300000005], [-116.1981867, 46.49940230000001]]
Emmitsburg town	Maryland	3038	[[-77.339879, 39.695297000000004], [-77.301364, 39.716798000000004]]
Waynesville village	Ohio	3039	[[-84.10992999999999, 39.517232], [-84.06119300000002, 39.546521]]
Edgewood borough	Pennsylvania	3039	[[-79.894312, 40.423822], [-79.87238799999997, 40.43646]]
Lucedale city	Mississippi	3043	[[-88.61530699999999, 30.899314], [-88.580594, 30.957745999999997]]
Mohnton borough	Pennsylvania	3044	[[-76.000058, 40.277337], [-75.97576699999999, 40.29512400000001]]
Mount Carmel township	Pennsylvania	3044	[[-76.422925, 40.789742000000004], [-76.400749, 40.802367]]
Lake Orion village	Michigan	3046	[[-83.260039, 42.774551], [-83.228651, 42.78982]]
Allendale town	South Carolina	3046	[[-81.33340199999999, 32.99393500000001], [-81.290837, 33.023009]]
Ellsworth city	Kansas	3047	[[-98.238312, 38.71325], [-98.23449900000001, 38.721876]]
Beaver city	Utah	3048	[[-112.66294599999999, 38.22041000000001], [-112.610867, 38.308203999999996]]
Buffalo city	Missouri	3049	[[-93.07613799999999, 37.643774], [-93.07462500000001, 37.643953]]
Long Beach township	New Jersey	3050	[[-74.171612, 39.669225000000004], [-74.144884, 39.690486]]
Bullard town	Texas	3051	[[-95.315955, 32.15065], [-95.31169100000001, 32.157058]]
Mount Pocono borough	Pennsylvania	3052	[[-75.37867099999998, 41.105279], [-75.33237799999998, 41.139367]]
Elma city	Washington	3053	[[-123.40287699999999, 47.022846], [-123.40225900000002, 47.023267]]
Westfield village	New York	3054	[[-79.60169, 42.306180999999995], [-79.55638199999999, 42.339778]]
Salmon city	Idaho	3055	[[-113.924712, 45.166419000000005], [-113.87577799999997, 45.189711]]
Milford city	Iowa	3055	[[-95.16502799999999, 43.313494199999994], [-95.116489, 43.353438999999995]]
Buckner city	Missouri	3055	[[-94.20720700000001, 39.115563], [-94.17318549999999, 39.145076]]
Shady Cove city	Oregon	3055	[[-122.836245, 42.589126], [-122.801698, 42.632671]]
Kenova city	West Virginia	3055	[[-82.593352, 38.38148499999999], [-82.57894599999999, 38.388512000000006]]
Arcadia city	Wisconsin	3057	[[-91.52046999999999, 44.237080999999996], [-91.464397, 44.26496]]
Atkins city	Arkansas	3059	[[-92.987178, 35.217245], [-92.92461300000002, 35.268280000000004]]
Westville village	Illinois	3059	[[-87.64951500000001, 40.027369], [-87.62774499999999, 40.064437]]
Proctor city	Minnesota	3059	[[-92.23955000000001, 46.72053800000001], [-92.21683, 46.764247]]
Fairport Harbor village	Ohio	3059	[[-81.28237199999998, 41.73475800000001], [-81.262449, 41.760344]]
McSherrystown borough	Pennsylvania	3059	[[-77.031077, 39.796465000000005], [-77.007952, 39.809965999999996]]
Lodi city	Wisconsin	3059	[[-89.56318, 43.3064327], [-89.51968930000001, 43.3279776]]
Brightwaters village	New York	3060	[[-73.27546199999999, 40.701931], [-73.24822300000002, 40.732428000000006]]
Lakemore village	Ohio	3060	[[-81.44505300000002, 41.012097], [-81.40061600000001, 41.030211]]
Atoka city	Oklahoma	3064	[[-96.11658, 34.383615999999996], [-96.113534, 34.384944999999995]]
Hiawatha city	Kansas	3065	[[-95.52702740000001, 39.837192300000005], [-95.5243812, 39.8405283]]
Pine City city	Minnesota	3065	[[-92.99133, 45.806386999999994], [-92.952493, 45.860859999999995]]
Locust city	North Carolina	3066	[[-80.39465500000001, 35.261030000000005], [-80.393548, 35.26173500000001]]
Pleasant Valley city	Missouri	3067	[[-94.49316100000001, 39.205964], [-94.465074, 39.230624]]
Wilder city	Kentucky	3071	[[-84.49779020000001, 39.0042539], [-84.466783, 39.077973]]
Brazoria city	Texas	3071	[[-95.59069500000001, 29.022728999999995], [-95.5395, 29.074031]]
Prescott city	Arkansas	3073	[[-93.43010600000001, 33.78358], [-93.36006300000001, 33.83198899999999]]
Lewes city	Delaware	3074	[[-75.15237199999997, 38.758263], [-75.146084, 38.76271600000001]]
Garner city	Iowa	3075	[[-93.61646560000001, 43.082627599999995], [-93.58868460000001, 43.115835800000006]]
Weaver city	Alabama	3076	[[-85.83027, 33.741918000000005], [-85.785853, 33.774872]]
Heidelberg township	Pennsylvania	3076	[[-80.09925400000002, 40.38724499999999], [-80.08608, 40.39513800000001]]
Needville city	Texas	3078	[[-95.85576999999998, 29.379958000000006], [-95.82264099999999, 29.409399999999998]]
Wallburg town	North Carolina	3082	[[-80.18625, 35.972258000000004], [-80.10896199999999, 36.026728000000006]]
Wormleysburg borough	Pennsylvania	3082	[[-76.92189900000001, 40.24885200000001], [-76.89068400000001, 40.271938000000006]]
Double Oak town	Texas	3082	[[-97.13297499999999, 33.050912000000004], [-97.087675, 33.073949]]
Paint township	Pennsylvania	3083	[[-79.44158160000002, 41.17541390000001], [-79.34808629999999, 41.28951260000001]]
Wise town	Virginia	3083	[[-82.60170199999999, 36.962208000000004], [-82.558286, 36.990379000000004]]
Franklin township	New Jersey	3091	[[-74.63746300000001, 40.3743939], [-74.459042, 40.554559]]
Attica city	Indiana	3092	[[-87.26059500000001, 40.27274800000001], [-87.226844, 40.30264699999999]]
Bourbon township	Indiana	3093	[[-86.13769330000001, 41.287298], [-86.10500799999998, 41.31345399999999]]
Jerusalem township	Ohio	3093	[[-81.104185, 39.847919999999995], [-81.088029, 39.855635]]
Walbridge village	Ohio	3094	[[-83.51676, 41.558533000000004], [-83.47384799999999, 41.600356000000005]]
Pottsville city	Arkansas	3095	[[-93.11391, 35.16575300000001], [-93.01886400000001, 35.270409]]
Tonkawa city	Oklahoma	3095	[[-97.318962, 36.651973], [-97.31737799999999, 36.666095000000006]]
South Pittsburg city	Tennessee	3097	[[-85.73746000000001, 34.986656999999994], [-85.691826, 35.046848999999995]]
Brookland city	Arkansas	3098	[[-90.595116, 35.892006], [-90.572639, 35.914632]]
Algoma city	Wisconsin	3098	[[-87.46476100000001, 44.5882996], [-87.41809090000001, 44.61982749999999]]
Blythewood town	South Carolina	3099	[[-81.021717, 34.173203], [-80.959016, 34.264228]]
Chickamauga city	Georgia	3101	[[-85.31626900000002, 34.860556], [-85.26424300000002, 34.891521]]
Benson city	Minnesota	3101	[[-95.634766, 45.303196], [-95.58161500000001, 45.329353000000005]]
Greenwood Lake village	New York	3101	[[-74.31118300000001, 41.204243999999996], [-74.26346400000001, 41.237208]]
Providence city	Kentucky	3102	[[-87.78736500000001, 37.376595], [-87.718141, 37.421003]]
Montrose city	Minnesota	3102	[[-93.93118300000002, 45.043321], [-93.91063300000002, 45.054302]]
Columbus city	Kansas	3104	[[-94.818179, 37.170698], [-94.817137, 37.171518000000006]]
Clinton township	Ohio	3105	[[-81.64782690000001, 40.9131689], [-81.612545, 40.943399]]
East Prairie city	Missouri	3106	[[-89.37713, 36.78944], [-89.37545999999999, 36.79015200000001]]
Lake Success village	New York	3107	[[-73.729697, 40.752296900000005], [-73.68878239999998, 40.78277800000001]]
Doylestown village	Ohio	3108	[[-81.71151600000002, 40.953138], [-81.67796999999999, 40.984449999999995]]
Nashville city	Illinois	3109	[[-89.405157, 38.326991], [-89.350323, 38.393874]]
Portageville city	Missouri	3109	[[-89.71172800000001, 36.41503], [-89.686255, 36.444472]]
Tishomingo city	Oklahoma	3109	[[-96.69154, 34.22217700000001], [-96.68987999999999, 34.22314000000001]]
Bean Station city	Tennessee	3109	[[-83.353234, 36.269624], [-83.264498, 36.361540999999995]]
Tybee Island city	Georgia	3113	[[-80.88358799999999, 31.985901], [-80.83982300000001, 32.029087]]
Livermore Falls town	Maine	3115	[[-70.19967799999999, 44.458459999999995], [-70.16710300000001, 44.481886999999986]]
Licking city	Missouri	3116	[[-91.87939399999999, 37.486546999999995], [-91.84426000000002, 37.512581]]
Corning city	Arkansas	3118	[[-90.633117, 36.394327], [-90.559783, 36.425069]]
Sloatsburg village	New York	3118	[[-74.21134900000001, 41.147719], [-74.17304599999999, 41.178207]]
Bethany city	Missouri	3122	[[-94.059691, 40.248674], [-94.00775, 40.29330200000001]]
Springfield city	Kentucky	3123	[[-85.2459, 37.670609], [-85.183911, 37.711215]]
Hideaway city	Texas	3127	[[-95.46791000000002, 32.470238800000004], [-95.44619800000001, 32.51102099999999]]
Brillion city	Wisconsin	3127	[[-88.095647, 44.189586999999996], [-88.09118000000001, 44.191522000000006]]
Dadeville city	Alabama	3128	[[-85.817786, 32.805472], [-85.706534, 32.869591]]
River Bend town	North Carolina	3128	[[-77.1721142, 35.056928], [-77.13022400000001, 35.0875766]]
New Holstein city	Wisconsin	3129	[[-88.12280299999999, 43.936121], [-88.07093599999999, 43.964301]]
Cardington township	Ohio	3130	[[-82.91799600000002, 40.488842], [-82.86800799999999, 40.51076]]
Hillsboro city	Missouri	3131	[[-90.578904, 38.21275800000001], [-90.54948300000001, 38.257805]]
Rush City city	Minnesota	3132	[[-93.00202, 45.66949], [-92.93935400000001, 45.713575000000006]]
Bethel Acres town	Oklahoma	3133	[[-97.002673, 35.346365], [-97.000757, 35.347705]]
Bandon city	Oregon	3134	[[-124.43729600000002, 43.089538000000005], [-124.39401500000001, 43.133703000000004]]
Bishop city	Texas	3134	[[-97.813587, 27.571318], [-97.78324300000001, 27.599345999999997]]
Imlay township	Michigan	3135	[[-83.10925300000001, 42.976178000000004], [-82.98655400000001, 43.068591000000005]]
Carrollton village	Ohio	3135	[[-81.11141920000001, 40.56519610000001], [-81.07166720000001, 40.59610510000001]]
Delta village	Ohio	3136	[[-83.98118600000001, 41.572579000000005], [-83.97957799999999, 41.573660999999994]]
Riley township	Indiana	3137	[[-87.305134, 39.387738999999996], [-87.29611700000001, 39.391740999999996]]
Delhi village	New York	3137	[[-74.93826100000001, 42.256376], [-74.89452200000001, 42.29745500000001]]
Somerville town	Tennessee	3137	[[-89.461302, 35.211511], [-89.317046, 35.258976000000004]]
Crystal River city	Florida	3138	[[-82.6178105, 28.921238], [-82.616422, 28.922220999999997]]
Hogansville city	Georgia	3139	[[-84.946779, 33.148204], [-84.86257799999998, 33.19021600000001]]
Grangeville city	Idaho	3139	[[-116.1361859, 45.934208999999996], [-116.1330796, 45.9360006]]
Mannford town	Oklahoma	3139	[[-96.393931, 36.07604], [-96.393875, 36.076137]]
Hartford city	South Dakota	3140	[[-96.9657072, 43.6091801], [-96.9292623, 43.637163]]
Dripping Springs city	Texas	3140	[[-98.11119520000001, 30.158165000000004], [-98.06366000000001, 30.21217]]
Montezuma city	Georgia	3142	[[-84.046837, 32.27997800000001], [-84.004791, 32.324016]]
Yerington city	Nevada	3142	[[-119.18947799999998, 38.943126], [-119.116811, 39.029762000000005]]
Hilliard town	Florida	3143	[[-81.94008500000001, 30.662194], [-81.895413, 30.706756]]
Homer village	New York	3143	[[-76.202806, 42.617039999999996], [-76.17219099999998, 42.652608]]
Blanchard town	Louisiana	3144	[[-93.90469600000002, 32.574578], [-93.845671, 32.63270200000001]]
La Center city	Washington	3144	[[-122.6870495, 45.8588183], [-122.65123960000001, 45.8733839]]
Zillah city	Washington	3144	[[-120.31416800000001, 46.39491], [-120.243018, 46.42557000000001]]
Abingdon city	Illinois	3149	[[-90.41465300000003, 40.791531000000006], [-90.38589799999998, 40.815965999999996]]
Hamburg borough	New Jersey	3149	[[-74.58292, 41.136764], [-74.560975, 41.161163]]
Macungie borough	Pennsylvania	3149	[[-75.564348, 40.50496], [-75.54056600000001, 40.529365000000006]]
Grand Saline city	Texas	3149	[[-95.73415400000002, 32.667104], [-95.69495400000001, 32.692532000000014]]
Avondale Estates city	Georgia	3150	[[-84.27665300000001, 33.75673260000001], [-84.25061900000001, 33.780965800000004]]
Boscobel city	Wisconsin	3150	[[-90.69079199999999, 43.13023200000001], [-90.690039, 43.131471]]
Warsaw town	North Carolina	3151	[[-78.066089, 34.994443999999994], [-78.065208, 34.99564]]
Chattahoochee city	Florida	3152	[[-84.86456930000001, 30.67829], [-84.80066300000001, 30.711374400000004]]
DeQuincy city	Louisiana	3152	[[-93.480887, 30.430673], [-93.42279799999999, 30.461125]]
Mount Penn borough	Pennsylvania	3152	[[-75.899722, 40.32457], [-75.88034799999998, 40.334719]]
Slippery Rock township	Pennsylvania	3152	[[-80.06366040000002, 41.0698418], [-80.06147179999999, 41.0722986]]
Big Lake city	Texas	3152	[[-101.46736600000001, 31.182526999999997], [-101.44109300000002, 31.203312999999998]]
Algona city	Washington	3156	[[-122.26232300000001, 47.26812600000001], [-122.236031, 47.29363800000001]]
Greenwood town	Louisiana	3157	[[-93.92472300000001, 32.438], [-93.923298, 32.442440999999995]]
Rural Hall town	North Carolina	3158	[[-80.312639, 36.238083], [-80.30883199999998, 36.244476]]
Williams city	Arizona	3159	[[-112.24731200000001, 35.189775000000004], [-112.10643499999999, 35.322721]]
Homestead borough	Pennsylvania	3161	[[-79.919172, 40.398652000000006], [-79.900006, 40.415969]]
New London township	Ohio	3162	[[-82.43716500000002, 41.0653805], [-82.38702400000001, 41.094768]]
Cashmere city	Washington	3162	[[-120.48611500000001, 47.510833999999996], [-120.446402, 47.525121000000006]]
Watson township	Illinois	3163	[[-88.582298, 39.01768899999999], [-88.550041, 39.036593]]
Corydon town	Indiana	3163	[[-86.143505, 38.19843000000001], [-86.107005, 38.23381500000001]]
Orchard Park village	New York	3165	[[-78.75883499999999, 42.749763], [-78.72212999999999, 42.774059]]
Millersburg village	Ohio	3165	[[-81.92731400000001, 40.529666], [-81.89362000000001, 40.570555000000006]]
Ebensburg borough	Pennsylvania	3166	[[-78.738856, 40.47533500000001], [-78.708009, 40.502798000000006]]
Sumner city	Illinois	3167	[[-87.908675, 38.70991780000001], [-87.852566, 38.73217400000001]]
Wildwood Crest borough	New Jersey	3167	[[-74.85519099999999, 38.9559832], [-74.8190975, 38.98762099999999]]
South Blooming Grove village	New York	3167	[[-74.20197, 41.347939999999994], [-74.15059199999999, 41.398168000000005]]
Oak Ridge North city	Texas	3167	[[-95.450657, 30.143491], [-95.43245900000001, 30.169578]]
Barbourville city	Kentucky	3170	[[-83.87553999999999, 36.857949999999995], [-83.874394, 36.858988]]
Centerville borough	Pennsylvania	3171	[[-79.7731006, 41.72605030000001], [-79.74594809999999, 41.7487646]]
Pleasant Valley city	West Virginia	3172	[[-80.18204699999998, 39.429288], [-80.12567899999999, 39.476553]]
Swansboro town	North Carolina	3173	[[-77.116751, 34.70463], [-77.116177, 34.70513800000001]]
Rockwood city	Michigan	3176	[[-83.269581, 42.048504], [-83.225464, 42.083905]]
Momence city	Illinois	3177	[[-87.68201609999998, 41.1496405], [-87.65123179999999, 41.17673890000001]]
Bellevue township	Michigan	3177	[[-85.03249799999999, 42.436402], [-85.00808699999999, 42.45462299999999]]
Cactus city	Texas	3178	[[-101.98920400000002, 36.0238624], [-101.98153500000001, 36.026492000000005]]
Frostproof city	Florida	3179	[[-81.54754900000002, 27.729328999999996], [-81.514142, 27.766511999999995]]
Williamsburg city	Iowa	3179	[[-92.03677699999999, 41.649965], [-91.98294, 41.69471000000001]]
Thiensville village	Wisconsin	3179	[[-87.9889598, 43.22534500000001], [-87.96382200000001, 43.2435244]]
Franklin township	Michigan	3180	[[-83.32082999999999, 42.5073683], [-83.28496200000001, 42.530211]]
West Union village	Ohio	3180	[[-83.570393, 38.767251], [-83.51760900000002, 38.813553]]
Brackenridge borough	Pennsylvania	3180	[[-79.750821, 40.600734], [-79.7330772, 40.61558]]
Chandler city	Oklahoma	3181	[[-96.85806199999999, 35.724248], [-96.849744, 35.72650900000001]]
East Dundee village	Illinois	3182	[[-88.27711900000001, 42.086721], [-88.271156, 42.091739000000004]]
Monon township	Indiana	3183	[[-86.88781, 40.85609399999999], [-86.86984199999999, 40.871736]]
Brentwood town	Maryland	3183	[[-76.962314, 38.9349439], [-76.94964510000001, 38.9537086]]
Myerstown borough	Pennsylvania	3183	[[-76.319445, 40.363588], [-76.295118, 40.38189899999999]]
Pendleton town	South Carolina	3184	[[-82.801281, 34.63230900000001], [-82.759658, 34.66601500000001]]
Ladysmith city	Wisconsin	3184	[[-91.130646, 45.463381], [-91.129144, 45.464904]]
Tallapoosa city	Georgia	3187	[[-85.31978, 33.674046], [-85.24116500000002, 33.772833000000006]]
Mamou town	Louisiana	3187	[[-92.42786300000002, 30.621255000000005], [-92.40335300000001, 30.646282]]
Nyssa city	Oregon	3188	[[-117.01253, 43.869719], [-116.984458, 43.894775]]
Union City borough	Pennsylvania	3188	[[-79.86442100000001, 41.883345], [-79.82881199999999, 41.907273999999994]]
Gillespie city	Illinois	3190	[[-89.83135, 39.114298999999995], [-89.804179, 39.137045]]
Pickens city	South Carolina	3190	[[-82.73241900000001, 34.864692], [-82.686203, 34.908243]]
Wales township	Michigan	3191	[[-82.745232, 42.897541], [-82.619681, 42.991076]]
Haskell city	Texas	3192	[[-99.75124900000002, 33.141245], [-99.71363900000001, 33.178610000000006]]
Wesleyville borough	Pennsylvania	3194	[[-80.02206799999999, 42.12835600000001], [-80.001743, 42.1449005]]
Fulton township	Ohio	3197	[[-82.83583399999999, 40.460651], [-82.819317, 40.465936000000006]]
Biscayne Park village	Florida	3198	[[-80.1909364, 25.873813000000002], [-80.1723299, 25.887175100000004]]
Catlin township	Illinois	3199	[[-87.71982400000002, 40.057779999999994], [-87.69889099999999, 40.076394]]
Tomahawk city	Wisconsin	3201	[[-89.762355, 45.449802], [-89.6879, 45.499035000000006]]
Grantville city	Georgia	3202	[[-84.8265864, 33.225287300000005], [-84.82502279999999, 33.22625230000001]]
Delmar town	Maryland	3203	[[-75.56008, 38.453123999999995], [-75.55852390000001, 38.455519]]
Milbank city	South Dakota	3203	[[-96.661361, 45.203177000000004], [-96.598684, 45.233301000000004]]
Clarksville city	Texas	3203	[[-95.10161000000001, 33.59371500000001], [-95.03460300000002, 33.627031]]
