Monticello city	Kentucky	6087	[[-84.883866, 36.815576], [-84.82308799999998, 36.870321]]
Stewartville city	Minnesota	6089	[[-92.50868609999999, 43.83666839999999], [-92.4685175, 43.8810709]]
Lebanon township	New Jersey	6091	[[-74.967792, 40.669149000000004], [-74.82389529999999, 40.7890857]]
Pahokee city	Florida	6094	[[-80.69539749999998, 26.798214199999997], [-80.62878209999997, 26.8546443]]
St. Martinville city	Louisiana	6095	[[-91.85677299999999, 30.099102], [-91.81186900000002, 30.148266]]
Childress city	Texas	6096	[[-100.31406600000001, 34.408353000000005], [-100.191158, 34.446566]]
Raton city	New Mexico	6103	[[-104.473474, 36.843205999999995], [-104.40316700000001, 36.92273900000001]]
Schuyler city	Nebraska	6106	[[-97.088275, 41.432078000000004], [-97.04031, 41.464926999999996]]
Sheridan city	Oregon	6106	[[-123.396947, 45.106968], [-123.39542, 45.108231]]
Union Gap city	Washington	6110	[[-120.530315, 46.53238], [-120.46428800000001, 46.577753]]
Darlington city	South Carolina	6117	[[-79.870104, 34.320896999999995], [-79.86950900000001, 34.321218]]
Larchmont village	New York	6118	[[-73.765075, 40.91308599999999], [-73.74261400000002, 40.936326]]
Princeton city	Kentucky	6119	[[-87.94133000000001, 37.063073], [-87.841838, 37.138850000000005]]
Hurley town	New York	6129	[[-74.089828, 41.890737], [-74.029201, 41.939366]]
Huntingburg city	Indiana	6130	[[-86.988862, 38.272760000000005], [-86.93784300000002, 38.324372000000004]]
East Alton village	Illinois	6141	[[-90.15076999999998, 38.858304], [-90.07408199999999, 38.909772000000004]]
Margate City city	New Jersey	6142	[[-74.52294699999999, 39.309346999999995], [-74.485085, 39.34488599999999]]
Jordan city	Minnesota	6143	[[-93.654704, 44.644568], [-93.609045, 44.68545]]
Columbia city	Mississippi	6143	[[-89.857327, 31.233668], [-89.781373, 31.28926]]
Shrewsbury city	Missouri	6149	[[-90.339033, 38.572326000000004], [-90.316184, 38.601188]]
Richfield township	Ohio	6151	[[-81.66855799999999, 41.20218800000001], [-81.6099364, 41.2774806]]
Plainfield township	Pennsylvania	6153	[[-77.295828, 40.193982000000005], [-77.27268199999999, 40.206162000000006]]
St. Helena city	California	6154	[[-122.495042, 38.484798], [-122.43621400000002, 38.52305500000001]]
Braidwood city	Illinois	6157	[[-88.24652600000002, 41.248446], [-88.189026, 41.289832000000004]]
Oakland town	Maine	6158	[[-69.742918, 44.527809], [-69.67603599999998, 44.582438]]
Kennett Square borough	Pennsylvania	6160	[[-75.7221954, 39.8340591], [-75.7006377, 39.852733]]
Portland city	Indiana	6161	[[-85.00991400000001, 40.411973999999994], [-84.959248, 40.46188699999999]]
Fruit Heights city	Utah	6161	[[-111.9257902, 41.0119198], [-111.89181900000001, 41.04796459999999]]
Brunswick city	Maryland	6171	[[-77.65068, 39.3024511], [-77.60239199999998, 39.336825999999995]]
Elm Grove village	Wisconsin	6174	[[-88.10724400000001, 43.0358084], [-88.06683729999999, 43.060405]]
Salem city	Indiana	6176	[[-86.134235, 38.611208999999995], [-86.134022, 38.611453999999995]]
Box Elder city	South Dakota	6177	[[-103.06658809999999, 44.14013080000001], [-103.0661577, 44.14071620000001]]
Glenarden city	Maryland	6178	[[-76.876469, 38.916580999999994], [-76.83745300000001, 38.940284999999996]]
Orange City city	Iowa	6179	[[-96.0814241, 42.9820206], [-96.0272325, 43.0268062]]
LaGrange township	Ohio	6180	[[-82.131218, 41.22679000000001], [-82.100696, 41.254875]]
Boonville city	Indiana	6187	[[-87.244031, 38.032410000000006], [-87.238201, 38.039840999999996]]
Kodiak city	Alaska	6191	[[-152.45517700000002, 57.767434], [-152.354025, 57.814402799999996]]
Satsuma city	Alabama	6193	[[-88.09019400000001, 30.831769], [-88.027173, 30.880444999999998]]
Sunnyvale town	Texas	6194	[[-96.6044302, 32.7543384], [-96.51926100000001, 32.83368699999999]]
East Aurora village	New York	6198	[[-78.639862, 42.755671], [-78.59294799999999, 42.781231]]
Pepper Pike city	Ohio	6198	[[-81.489728, 41.45546399999999], [-81.438128, 41.50121]]
Pigeon Forge city	Tennessee	6199	[[-83.53226000000001, 35.782209], [-83.52791, 35.784228999999996]]
Chillicothe city	Illinois	6206	[[-89.52420500000001, 40.88579], [-89.471198, 40.93908]]
Pauls Valley city	Oklahoma	6206	[[-97.28552300000001, 34.68822], [-97.17635099999998, 34.76311900000001]]
Stowe township	Pennsylvania	6206	[[-80.09989, 40.46891800000001], [-80.047876, 40.499668]]
Carolina Beach town	North Carolina	6211	[[-77.909762, 34.01356], [-77.87950699999999, 34.062763000000004]]
Harriman city	Tennessee	6218	[[-84.619319, 35.88353], [-84.510932, 35.974591]]
Clyde city	Ohio	6221	[[-83.01176400000001, 41.284658], [-82.94670900000001, 41.328626]]
Cumming city	Georgia	6225	[[-84.1570917, 34.173659], [-84.1039167, 34.233613000000005]]
Cold Spring city	Kentucky	6227	[[-84.46871460000001, 38.98422899999999], [-84.401738, 39.05237]]
Rockford city	Michigan	6229	[[-85.58145, 43.108304000000004], [-85.535631, 43.146529]]
South Williamsport borough	Pennsylvania	6231	[[-77.03029000000001, 41.219078], [-76.979589, 41.243697]]
Franklin city	Pennsylvania	6231	[[-79.87245399999999, 41.372178000000005], [-79.81749, 41.41744599999999]]
Edinboro borough	Pennsylvania	6236	[[-80.146821, 41.862408], [-80.10138199999999, 41.89099]]
Swarthmore borough	Pennsylvania	6239	[[-75.3624066, 39.8894143], [-75.337711, 39.914201999999996]]
Medina city	Minnesota	6240	[[-93.645996, 44.999473], [-93.522026, 45.065754000000005]]
Wilkins township	Pennsylvania	6241	[[-79.84702000000001, 40.402531], [-79.80196960000002, 40.445268999999996]]
Duanesburg town	New York	6243	[[-74.17742, 42.752810000000004], [-74.10108199999999, 42.776347]]
Carlstadt borough	New Jersey	6249	[[-74.10276999999998, 40.8057], [-74.03042400000001, 40.850412]]
Columbiana city	Ohio	6257	[[-80.715686, 40.863833], [-80.618695, 40.91468399999999]]
Gunnison city	Colorado	6261	[[-106.950979, 38.529559000000006], [-106.90266900000002, 38.559045999999995]]
Johnsburg village	Illinois	6264	[[-88.306208, 42.363435], [-88.20428100000001, 42.415498]]
Kasson city	Minnesota	6264	[[-92.73151300000002, 44.041326], [-92.72813599999999, 44.043848]]
Tarrant city	Alabama	6268	[[-86.790906, 33.565685], [-86.74310600000001, 33.62471000000001]]
Wellington township	Ohio	6268	[[-82.26104900000001, 41.1374962], [-82.206147, 41.185987]]
North East township	Pennsylvania	6269	[[-79.90726800000002, 42.154994099999996], [-79.76179490000001, 42.26939530000001]]
Utica township	Indiana	6270	[[-85.6732416, 38.32751520000001], [-85.6471886, 38.341044999999994]]
Metropolis city	Illinois	6283	[[-88.68863499999999, 37.155248], [-88.68833699999998, 37.155321]]
DeFuniak Springs city	Florida	6284	[[-86.164407, 30.658835000000003], [-86.08579799999998, 30.760245999999995]]
Leesville city	Louisiana	6286	[[-93.29273699999999, 31.146089], [-93.291784, 31.14667]]
Blakely borough	Pennsylvania	6289	[[-75.63123300000001, 41.4702039], [-75.56050300000001, 41.503179]]
Keene city	Texas	6293	[[-97.335964, 32.409203999999995], [-97.32962500000001, 32.412980999999995]]
Braceville township	Illinois	6294	[[-88.283648, 41.215529000000004], [-88.25399300000001, 41.235727000000004]]
Eldridge city	Iowa	6297	[[-90.62716999999999, 41.617734], [-90.54934, 41.66570900000001]]
Bellefonte borough	Pennsylvania	6302	[[-77.790538, 40.902218000000005], [-77.74516900000002, 40.92439]]
Red Lion borough	Pennsylvania	6303	[[-76.6211914, 39.887167999999996], [-76.590335, 39.91125099999999]]
Steilacoom town	Washington	6309	[[-122.61769670000001, 47.1571651], [-122.572193, 47.187768]]
Wilmore city	Kentucky	6312	[[-84.67642599999999, 37.85130899999999], [-84.636256, 37.888693999999994]]
Mulvane city	Kansas	6316	[[-97.22256999999999, 37.488317], [-97.221856, 37.489822999999994]]
Marble Falls city	Texas	6317	[[-98.304081, 30.543153], [-98.23711900000002, 30.628836]]
Jackson city	Ohio	6320	[[-82.61661600000001, 39.054303999999995], [-82.615729, 39.056996999999996]]
Stone Mountain city	Georgia	6328	[[-84.186566, 33.790051000000005], [-84.1603179, 33.820561399999995]]
Huntington Woods city	Michigan	6328	[[-83.18337599999998, 42.47406899999999], [-83.15291199999999, 42.489484999999995]]
Bartonville village	Illinois	6332	[[-89.708197, 40.604166], [-89.61189900000001, 40.667877]]
Guadalupe town	Arizona	6336	[[-111.9700846, 33.35640909999999], [-111.9563974, 33.3780942]]
Kermit city	Texas	6341	[[-103.108063, 31.837987200000004], [-103.07571349999999, 31.869999]]
Moraine city	Ohio	6353	[[-84.31952000000001, 39.67255200000001], [-84.19754, 39.732477]]
Hampstead town	Maryland	6355	[[-76.8761066, 39.5869592], [-76.8331002, 39.64539530000001]]
Dexter township	Michigan	6356	[[-84.015946, 42.339916], [-83.90036300000001, 42.425206]]
Burnet city	Texas	6359	[[-98.279825, 30.691300000000002], [-98.16563599999999, 30.785521999999993]]
Garrett city	Indiana	6360	[[-85.147331, 41.327988], [-85.097333, 41.373571]]
Corry city	Pennsylvania	6360	[[-79.65837799999997, 41.907249099999994], [-79.61098179999999, 41.9553006]]
Iowa Park city	Texas	6363	[[-98.71717900000002, 33.935916000000006], [-98.646511, 33.988206999999996]]
White Oak city	Texas	6364	[[-94.8775414, 32.503131700000004], [-94.82938269999998, 32.567122100000006]]
Solvay village	New York	6365	[[-76.23154590000001, 43.04188099999999], [-76.1950754, 43.06857900000001]]
Lovejoy city	Georgia	6367	[[-84.33763300000001, 33.427433], [-84.29951900000002, 33.454699999999995]]
Willis city	Texas	6370	[[-95.471357, 30.403609999999997], [-95.45194900000001, 30.421919]]
Cumberland township	Pennsylvania	6371	[[-80.0795044, 39.8409054], [-79.91532390000002, 39.95551390000001]]
Everman city	Texas	6374	[[-97.301301, 32.61648699999999], [-97.26131300000002, 32.643337]]
Harrisville city	Utah	6376	[[-112.008983, 41.266611000000005], [-111.96911300000002, 41.30427439999999]]
Marvin village	North Carolina	6377	[[-80.80697799999999, 34.973458], [-80.804495, 34.975043]]
Eudora city	Kansas	6379	[[-95.10272199999999, 38.90914], [-95.080689, 38.927795]]
Forest Hills borough	Pennsylvania	6380	[[-79.87176099999999, 40.40947], [-79.8385476, 40.438045]]
Cynthiana city	Kentucky	6383	[[-84.339606, 38.35504699999999], [-84.29701600000001, 38.400392000000004]]
Woodfin town	North Carolina	6383	[[-82.63460300000001, 35.607082], [-82.542806, 35.674619]]
Watford City city	North Dakota	6390	[[-103.29932900000001, 47.79547300000001], [-103.24521300000002, 47.808786999999995]]
Hamlet city	North Carolina	6391	[[-79.70795500000001, 34.873399], [-79.707445, 34.874022]]
St. John city	Missouri	6397	[[-90.36495400000001, 38.699771000000005], [-90.329926, 38.72355600000001]]
Walker town	Louisiana	6404	[[-90.89880799999999, 30.461187], [-90.79348900000001, 30.506089]]
Hudson city	New York	6404	[[-73.80897399999999, 42.239187], [-73.768079, 42.263473000000005]]
Bronxville village	New York	6407	[[-73.83863199999999, 40.93107], [-73.81406400000002, 40.948304]]
Powell city	Wyoming	6407	[[-108.77012300000001, 44.7464], [-108.76751800000001, 44.746985]]
Bremen city	Georgia	6421	[[-85.167455, 33.70839600000001], [-85.166899, 33.708888]]
Gladewater city	Texas	6427	[[-94.986368, 32.509771], [-94.90344470000001, 32.583563399999996]]
Oakmont borough	Pennsylvania	6428	[[-79.85037199999998, 40.506837], [-79.818276, 40.533027]]
Lodi township	Michigan	6429	[[-83.786073, 42.173163], [-83.783966, 42.175275000000006]]
Holtville city	California	6435	[[-115.39445300000001, 32.802576], [-115.36284099999999, 32.820205]]
Monticello village	New York	6435	[[-74.66369, 41.644633999999996], [-74.65954699999999, 41.649786]]
Dahlonega city	Georgia	6437	[[-83.97570099999999, 34.510719], [-83.97137799999999, 34.515986999999996]]
Purcell city	Oklahoma	6442	[[-97.395383, 35.040873999999995], [-97.39293599999999, 35.044109]]
Prairie View city	Texas	6442	[[-96.01378, 30.061051000000003], [-95.960436, 30.106221]]
Cranberry township	Pennsylvania	6452	[[-80.0690767, 40.68142769999999], [-80.0674314, 40.682785200000005]]
Buena Vista city	Virginia	6452	[[-79.38264199999999, 37.69573500000001], [-79.327491, 37.761563]]
Shamong township	New Jersey	6453	[[-74.81247099999999, 39.72229000000001], [-74.62670199999998, 39.842553]]
Cairo town	New York	6454	[[-74.03737699999999, 42.282644], [-73.979548, 42.325621]]
Washington township	New Jersey	6461	[[-74.72421500000002, 39.55597], [-74.42912300000002, 39.76924]]
Gulf Breeze city	Florida	6466	[[-87.206951, 30.340785], [-87.116729, 30.381814000000002]]
California borough	Pennsylvania	6466	[[-79.94712600000003, 40.025874], [-79.87892099999999, 40.105745000000006]]
Pocahontas city	Arkansas	6469	[[-91.006145, 36.234039], [-90.934498, 36.29837400000001]]
Abilene city	Kansas	6469	[[-97.202822, 38.898109000000005], [-97.199617, 38.900645999999995]]
Cheverly town	Maryland	6469	[[-76.928697, 38.912321], [-76.897971, 38.939583]]
Milford village	Michigan	6471	[[-83.61622700000001, 42.572472000000005], [-83.584882, 42.601687999999996]]
Prospect Park borough	Pennsylvania	6472	[[-75.316274, 39.8750025], [-75.29838009999999, 39.896174]]
Millstadt township	Illinois	6474	[[-90.1100086, 38.42561200000001], [-90.049752, 38.484415999999996]]
De Soto city	Missouri	6477	[[-90.57605, 38.153017], [-90.57527699999999, 38.155051]]
Plattsmouth city	Nebraska	6479	[[-95.922161, 40.976153000000004], [-95.87295699999999, 41.02635500000001]]
Rittman city	Ohio	6479	[[-81.815426, 40.953073999999994], [-81.753516, 41.004791]]
Ligonier township	Pennsylvania	6482	[[-79.24725700000002, 40.23849500000001], [-79.228723, 40.25092]]
McCordsville town	Indiana	6485	[[-85.9381086, 39.8771379], [-85.90451010000001, 39.928209200000005]]
Talent city	Oregon	6485	[[-122.795297, 42.22557600000001], [-122.76113000000001, 42.252671]]
Sealy city	Texas	6490	[[-96.22641, 29.724619999999998], [-96.077444, 29.797783]]
Plain City city	Utah	6493	[[-112.12254899999999, 41.270658000000005], [-112.04472750000001, 41.335992000000005]]
Ambler borough	Pennsylvania	6500	[[-75.23160910000001, 40.1453618], [-75.21307, 40.16810000000001]]
Mount Vernon city	Indiana	6507	[[-87.927541, 37.923125000000006], [-87.850666, 37.950970999999996]]
Bridgeport city	Texas	6507	[[-97.80870869999998, 33.227639], [-97.7892428, 33.23917510000001]]
Salem township	Pennsylvania	6511	[[-75.4497923, 41.354777899999995], [-75.29828470000001, 41.4291411]]
Lauderdale-by-the-Sea town	Florida	6512	[[-80.10335709999998, 26.1822454], [-80.08436990000001, 26.219833400000002]]
Parkville city	Missouri	6514	[[-94.71719000000002, 39.220541000000004], [-94.71627500000001, 39.221278000000005]]
Addison township	Michigan	6515	[[-83.221744, 42.797940000000004], [-83.099432, 42.88864699999999]]
Canton village	New York	6524	[[-75.19394, 44.579153000000005], [-75.13415300000001, 44.62311700000001]]
Geneseo city	Illinois	6526	[[-90.17515699999998, 41.425221], [-90.12434499999999, 41.481508]]
Brookings city	Oregon	6526	[[-124.344767, 42.042506], [-124.26668900000001, 42.105723000000005]]
Thurmont town	Maryland	6528	[[-77.41329900000002, 39.598698000000006], [-77.39615500000001, 39.60852800000001]]
Bee Cave city	Texas	6535	[[-98.00367340000001, 30.288682899999994], [-97.9167369, 30.3280785]]
Upper Sandusky city	Ohio	6539	[[-83.311785, 40.782104000000004], [-83.216391, 40.86186299999999]]
Horseheads village	New York	6541	[[-76.853559, 42.144321], [-76.79625700000001, 42.19035000000001]]
Douglas city	Wyoming	6541	[[-105.41172800000001, 42.751872999999996], [-105.41120900000003, 42.751985]]
Union City township	Ohio	6542	[[-84.80616900000001, 40.191026], [-84.77508599999999, 40.210831]]
Catasauqua borough	Pennsylvania	6544	[[-75.4817083, 40.6418033], [-75.44914040000002, 40.6636164]]
Crockett city	Texas	6544	[[-95.483508, 31.290703999999998], [-95.42876799999999, 31.346228]]
Gaines township	Michigan	6547	[[-83.929911, 42.868344], [-83.80899, 42.95757]]
Henderson city	Tennessee	6551	[[-88.698323, 35.408425], [-88.60577599999998, 35.477373]]
Eatonton city	Georgia	6555	[[-83.433311, 33.288663], [-83.34406700000001, 33.362659]]
Lawrence village	New York	6558	[[-73.7456518, 40.590651], [-73.68597499999998, 40.621608]]
Macclenny city	Florida	6562	[[-82.150103, 30.250315], [-82.101893, 30.305587]]
De Queen city	Arkansas	6565	[[-94.37379999999999, 34.020174000000004], [-94.316839, 34.064362]]
Sidney city	Montana	6566	[[-104.184965, 47.716989], [-104.184205, 47.717788]]
Valley City city	North Dakota	6566	[[-98.03891, 46.906048999999996], [-97.980805, 46.941358]]
Hillsborough town	North Carolina	6568	[[-79.112165, 36.059578], [-79.11011300000001, 36.061472]]
Enoch city	Utah	6568	[[-113.07397199999998, 37.735577000000006], [-112.99962800000002, 37.794917000000005]]
Rossford city	Ohio	6570	[[-83.59188400000001, 41.53891800000001], [-83.54292300000002, 41.617903999999996]]
Wharton borough	New Jersey	6577	[[-74.599086, 40.885839999999995], [-74.56595390000001, 40.9152288]]
Hillsboro city	Ohio	6580	[[-83.641376, 39.17854200000001], [-83.582819, 39.243091]]
Strasburg town	Virginia	6583	[[-78.3907093, 38.972826], [-78.32855529999999, 39.012516000000005]]
Fairfield town	Maine	6585	[[-69.626803, 44.5775324], [-69.59146220000001, 44.60331600000001]]
Unionville town	North Carolina	6585	[[-80.57837099999998, 35.02227500000001], [-80.454346, 35.12159200000001]]
Opp city	Alabama	6586	[[-86.313948, 31.244723999999998], [-86.210672, 31.353251000000004]]
Gridley city	California	6586	[[-121.71732000000002, 39.348558000000004], [-121.67872099999998, 39.373933]]
Irvington village	New York	6587	[[-73.89038, 41.021793100000004], [-73.836036, 41.0487465]]
Argentine township	Michigan	6594	[[-83.92716400000002, 42.780820999999996], [-83.80541799999999, 42.86939]]
Shiloh township	Illinois	6596	[[-89.87369799999999, 38.548289], [-89.87343199999998, 38.548473]]
North Riverside village	Illinois	6598	[[-87.855227, 41.835300200000006], [-87.80340199999999, 41.85774699999999]]
Dillon city	South Carolina	6604	[[-79.39167, 34.419264999999996], [-79.390937, 34.419855999999996]]
Hurricane city	West Virginia	6604	[[-82.05144, 38.394218], [-81.972544, 38.45740599999999]]
Richmond township	Illinois	6610	[[-88.329596, 42.44762399999999], [-88.32806199999999, 42.450216]]
East Rochester village	New York	6611	[[-77.50280849999999, 43.09895690000001], [-77.4697403, 43.12212780000001]]
Lacy-Lakeview city	Texas	6611	[[-97.095098, 31.6400875], [-97.080631, 31.649791999999998]]
Tuckahoe village	New York	6615	[[-72.483708, 40.884035999999995], [-72.39846999999999, 40.917702]]
Bedford town	Virginia	6615	[[-79.559453, 37.315353], [-79.48721100000002, 37.35622599999999]]
Clairton city	Pennsylvania	6616	[[-79.90127300000002, 40.28086699999999], [-79.86686999999999, 40.320825]]
Folcroft borough	Pennsylvania	6621	[[-75.290135, 39.876692], [-75.261871, 39.907396999999996]]
West View borough	Pennsylvania	6622	[[-80.048911, 40.509062], [-80.01727600000001, 40.52812600000001]]
Elsa city	Texas	6624	[[-98.009483, 26.286089999999998], [-97.977117, 26.30936]]
Hapeville city	Georgia	6627	[[-84.429687, 33.648309000000005], [-84.394698, 33.673117000000005]]
Lago Vista city	Texas	6627	[[-98.03474, 30.40019], [-97.955194, 30.503704]]
Belfast city	Maine	6647	[[-69.118191, 44.367319], [-68.95526400000001, 44.492021]]
Litchfield city	Minnesota	6648	[[-94.553584, 45.094710000000006], [-94.487711, 45.149186]]
Decatur city	Texas	6648	[[-97.576579, 33.256879999999995], [-97.571202, 33.26356500000001]]
Collinsville city	Oklahoma	6650	[[-95.86106000000001, 36.380172], [-95.85876799999998, 36.382368]]
Lake Hallie village	Wisconsin	6650	[[-91.498861, 44.857116], [-91.34708400000001, 44.923468]]
Manorhaven village	New York	6651	[[-73.722686, 40.8226817], [-73.70069400000001, 40.847319999999996]]
Normandy Park city	Washington	6651	[[-122.4055704, 47.40428399999999], [-122.3263995, 47.45784409999999]]
Atlantic city	Iowa	6659	[[-95.06295, 41.378176], [-94.974507, 41.41780099999999]]
Webster township	Michigan	6664	[[-83.905805, 42.339092], [-83.782674, 42.428591000000004]]
Tecumseh city	Oklahoma	6666	[[-96.965749, 35.231517800000006], [-96.8949053, 35.300639]]
Cedarhurst village	New York	6667	[[-73.737345, 40.617166], [-73.71707900000001, 40.633865]]
North Caldwell borough	New Jersey	6669	[[-74.273095, 40.83481], [-74.242095, 40.883098]]
Trinity city	North Carolina	6671	[[-79.96159700000001, 35.88167899999999], [-79.960752, 35.882208999999996]]
Airway Heights city	Washington	6672	[[-117.61464070000001, 47.62453580000001], [-117.55022380000001, 47.671949]]
Milliken town	Colorado	6678	[[-104.886415, 40.29941300000001], [-104.87712900000001, 40.305400999999996]]
Thomson city	Georgia	6678	[[-82.521606, 33.445282999999996], [-82.471187, 33.493898]]
Batesville city	Indiana	6679	[[-85.20325300000002, 39.301598999999996], [-85.202176, 39.303264999999996]]
Scottsburg city	Indiana	6684	[[-85.809676, 38.657135000000004], [-85.76103400000001, 38.717711]]
Seaside city	Oregon	6685	[[-123.926534, 45.980560999999994], [-123.92517809999998, 45.98066299999999]]
Nitro city	West Virginia	6686	[[-81.851981, 38.38767699999999], [-81.79454000000001, 38.448046]]
Hamilton township	Indiana	6689	[[-84.93661500000002, 41.521328000000004], [-84.89936999999999, 41.563632000000005]]
Clifton Heights borough	Pennsylvania	6689	[[-75.30831199999999, 39.9229843], [-75.28358109999999, 39.935811300000005]]
Fox Point village	Wisconsin	6691	[[-87.91582000000001, 43.133202000000004], [-87.88093129999999, 43.176409]]
Barnesville city	Georgia	6696	[[-84.184099, 33.047633999999995], [-84.17602, 33.053306]]
Shrewsbury township	Pennsylvania	6697	[[-76.69583899999999, 39.74636], [-76.667685, 39.79037100000001]]
Oneonta city	Alabama	6699	[[-86.583093, 33.87738699999999], [-86.44509400000001, 33.987702]]
Thetford township	Michigan	6709	[[-83.695696, 43.134327], [-83.579231, 43.22276200000001]]
Marion city	South Carolina	6711	[[-79.374668, 34.180334], [-79.371056, 34.182813]]
Torrington city	Wyoming	6715	[[-104.21911400000002, 42.038596000000005], [-104.139049, 42.088364]]
Emmett city	Idaho	6717	[[-116.542983, 43.850601999999995], [-116.533218, 43.85426199999999]]
Walden village	New York	6721	[[-74.205275, 41.547430999999996], [-74.16975199999999, 41.57278]]
Morrilton city	Arkansas	6722	[[-92.78428500000001, 35.125084], [-92.701178, 35.182616]]
Madras city	Oregon	6729	[[-121.131277, 44.640556000000004], [-121.13033399999999, 44.641578]]
Napoleon township	Michigan	6733	[[-84.26329000000001, 42.15469099999999], [-84.220516, 42.175368000000006]]
Silsbee city	Texas	6735	[[-94.20203799999999, 30.319707], [-94.14200799999999, 30.370238]]
Hamilton city	Alabama	6739	[[-88.065957, 34.04112], [-87.88783099999999, 34.190917000000006]]
North Bend city	Washington	6739	[[-121.81143490000001, 47.473882999999994], [-121.76353590000001, 47.5124481]]
Kimberly village	Wisconsin	6739	[[-88.3589432, 44.250828], [-88.320149, 44.279987]]
Church Hill city	Tennessee	6740	[[-82.792516, 36.496049], [-82.67186199999999, 36.559034]]
Dundee township	Michigan	6741	[[-83.63338799999998, 41.969753000000004], [-83.63207999999999, 41.971713]]
Millersville city	Tennessee	6742	[[-86.763745, 36.348006999999996], [-86.664894, 36.433993]]
St. Joseph city	Minnesota	6743	[[-94.337334, 45.549868], [-94.332867, 45.55420599999999]]
Brier city	Washington	6743	[[-122.2870425, 47.77711120000001], [-122.25549, 47.809416]]
Nibley city	Utah	6747	[[-111.87895999999999, 41.641633], [-111.81554799999999, 41.69294800000001]]
Bayville village	New York	6751	[[-73.5832426, 40.8976968], [-73.52803499999999, 40.9642048]]
St. Clair township	Michigan	6752	[[-82.49454500000002, 42.847049999999996], [-82.493787, 42.848074]]
Farr West city	Utah	6755	[[-112.05495760000001, 41.272816000000006], [-112.007816, 41.336242]]
Taylor Mill city	Kentucky	6756	[[-84.52537399999999, 38.977942], [-84.4505726, 39.04084099999999]]
Martins Ferry city	Ohio	6756	[[-80.73455900000002, 40.084776], [-80.7064489, 40.137418600000004]]
Noble city	Oklahoma	6756	[[-97.42983799999999, 35.116803], [-97.31777799999999, 35.160694]]
Carthage city	Texas	6756	[[-94.37204099999998, 32.127567], [-94.300849, 32.178101000000005]]
Greenville city	Illinois	6758	[[-89.42366700000001, 38.860896999999994], [-89.355209, 38.909166]]
Taneytown city	Maryland	6760	[[-77.19339199999999, 39.637648], [-77.141818, 39.673129]]
Anadarko city	Oklahoma	6761	[[-98.27929400000001, 35.034839999999996], [-98.21493600000001, 35.094356000000005]]
Lake City city	South Carolina	6761	[[-79.78877599999998, 33.867416], [-79.786499, 33.868603]]
Loomis town	California	6767	[[-121.22893699999999, 38.774003], [-121.17245499999999, 38.838660999999995]]
Pratt city	Kansas	6771	[[-98.70926100000001, 37.641757], [-98.707098, 37.645801]]
Kirtland city	Ohio	6773	[[-81.392094, 41.56973830000001], [-81.29498960000002, 41.640806]]
Galax city	Virginia	6775	[[-80.950021, 36.62533000000001], [-80.877274, 36.695963000000006]]
Carbondale town	Colorado	6777	[[-107.227886, 39.37429399999999], [-107.20029900000002, 39.414933]]
Nappanee city	Indiana	6780	[[-85.94355580000001, 41.4430653], [-85.9292441, 41.446604099999995]]
Plaquemine city	Louisiana	6780	[[-91.262441, 30.257195000000003], [-91.22509799999999, 30.307585000000003]]
Fircrest city	Washington	6780	[[-122.52645799999999, 47.217235], [-122.5049079, 47.24290500000001]]
Roeland Park city	Kansas	6786	[[-94.65056, 39.023754000000004], [-94.6211648, 39.044080599999994]]
Ambridge borough	Pennsylvania	6787	[[-80.23659900000001, 40.573066999999995], [-80.20871799999999, 40.607600999999995]]
Commerce city	Georgia	6788	[[-83.507692, 34.234895], [-83.506811, 34.235707000000005]]
Barrington borough	New Jersey	6792	[[-75.067716, 39.85436099999999], [-75.03709500000001, 39.88462299999999]]
Winthrop Harbor village	Illinois	6794	[[-87.869274, 42.465341], [-87.7967019, 42.4932056]]
Greenbrier town	Tennessee	6796	[[-86.82574099999998, 36.39635200000001], [-86.77393799999999, 36.450385]]
Tamaqua borough	Pennsylvania	6797	[[-75.980767, 40.776214], [-75.871249, 40.835635]]
North Syracuse village	New York	6800	[[-76.14874099999999, 43.12233600000001], [-76.11151400000001, 43.14506]]
Farmington city	Arkansas	6804	[[-94.28495090000001, 36.030368900000006], [-94.2228655, 36.06857390000001]]
Nevada city	Iowa	6805	[[-93.51361400000002, 42.000479999999996], [-93.43459100000001, 42.034696999999994]]
Blackwell city	Oklahoma	6808	[[-97.348426, 36.781473], [-97.26939, 36.818728]]
Warwick village	New York	6810	[[-74.374564, 41.233416000000005], [-74.332022, 41.274326]]
Litchfield city	Illinois	6812	[[-89.66269999999999, 39.153571], [-89.65178399999999, 39.15987]]
Almont township	Michigan	6815	[[-83.10666, 42.88864699999999], [-82.983647, 42.982393]]
Clay township	Pennsylvania	6819	[[-79.97995370000001, 40.955854499999994], [-79.87895189999999, 41.0279279]]
Rumson borough	New Jersey	6824	[[-74.03766800000001, 40.338497], [-73.9755264, 40.383708999999996]]
Belle Isle city	Florida	6825	[[-81.368823, 28.472948999999996], [-81.367928, 28.473188999999998]]
Oak Ridge town	North Carolina	6827	[[-80.037485, 36.13354], [-79.9529338, 36.2132334]]
Sturgis city	South Dakota	6832	[[-103.560636, 44.38612], [-103.44846740000001, 44.427359300000006]]
Newport city	Tennessee	6833	[[-83.275653, 35.923785], [-83.165128, 35.986968999999995]]
Grove city	Oklahoma	6835	[[-94.84160100000001, 36.553825999999994], [-94.729097, 36.638822000000005]]
